state,dem_candidate,gop_candidate,current_holder,polling_margin_dem,fundamentals_margin_dem,elasticity,state_elasticity,dem_win_counts_for_seat_change,race_tier,notes,tier_error_multiplier,polling_active,candidate_status_as_of,poll_count,latest_poll_end_date,avg_poll_age_days,election_system,rcv_enabled,rcv_transfer_dem_from_ind,rcv_transfer_rep_from_ind,rcv_exhaust_from_ind,rcv_transfer_dem_from_other,rcv_transfer_rep_from_other,rcv_exhaust_from_other,pres_2024_margin_dem,pres_2020_margin_dem,pres_2016_margin_dem,state_partisan_baseline_dem,national_environment_margin_dem,state_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,fundamentals_notes,bayesian_model_margin_dem,bayesian_polling_weight,bayesian_posterior_sd,pre_bayes_model_margin_dem,holder_normalized,baseline_source,dem_nominee_confirmed,gop_nominee_confirmed,dem_prior_elected_office,gop_prior_elected_office,dem_prior_statewide_win,gop_prior_statewide_win,dem_prior_overperformance,gop_prior_overperformance,dem_candidate_liability,gop_candidate_liability,prior_elected_experience_adjustment_dem,prior_statewide_win_adjustment_dem,overperformance_adjustment_dem,candidate_liability_adjustment_dem,candidate_quality_gate,candidate_quality_notes,manual_candidate_quality_adjustment_dem,objective_candidate_quality_adjustment_dem,candidate_quality_manual_note,total_poll_weight,polling_margin_used,original_bayesian_polling_weight,poll_count_weight_multiplier,cycle_max_polling_weight,bayesian_fundamentals_weight_capped,fundamentals_default_candidate_quality_adjustment_dem,fundamentals_component_sum_dem,incumbency_rationale,candidate_quality_rationale,overperformance_rationale,liability_rationale,special_adjustment_rationale,last_human_review_date,human_review_status,national_environment_adjustment_dem,state_scaled_national_environment_adjustment_dem,independent_candidate_present,independent_candidate_name,independent_candidate_party_lean,independent_vote_share_estimate,independent_asymmetry_adjustment_dem,independent_adjustment_rationale
AR,Hallie Schoffner,Tom Cotton,R,-28.0,-32.24083333333333,0.5,0.5,1,UltraSafe,Republican-held,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-30.6,-27.6,-26.9,-29.295,7.1083333333333325,3.5541666666666663,-2.0,-3.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-32.24083333333333,0.0,8.0,-28.000000000000004,R,presidential_weighted,True,True,False,True,False,True,0.0,6.0,0.0,0.0,-0.5,-1.0,-1.5,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: -3.00. GOP has prior elected-office experience. GOP has prior statewide win. GOP prior overperformance: +6.0. Final candidate-quality adjustment: -3.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-3.0,,,-28.0,0.4584055459272096,0.0,0.18,1.0,0.0,-32.24083333333333,,,,,,,,3.5541666666666663,3.5541666666666663,False,,none,0.0,0.0,
ID,Democratic nominee TBD,Republican nominee TBD,R,-30.0,-33.17125,0.45,0.45,1,UltraSafe,Republican-held,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-36.5,-30.8,-31.8,-34.37,7.1083333333333325,3.1987499999999995,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-33.17125,0.0,8.0,-30.0,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-30.0,0.4584055459272096,0.0,0.18,1.0,0.0,-33.17125,,,,,,,,3.1987499999999995,3.1987499999999995,False,,none,0.0,0.0,
KS,Democratic nominee TBD,Roger Marshall,R,-16.0,-13.359166666666663,0.7,0.7,1,Safe,Republican-held,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-16.0,-14.7,-20.4,-16.334999999999997,7.1083333333333325,4.975833333333332,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-13.359166666666663,0.0,8.0,-16.0,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-16.0,0.4584055459272096,0.0,0.18,1.0,0.0,-13.359166666666663,,,,,,,,4.975833333333332,4.975833333333332,False,,none,0.0,0.0,
KY,Charles Booker,Andy Barr,R-open,-20.0,-25.54,0.6,0.6,1,Safe,Open Republican-held seat; McConnell retiring; GOP primary field includes Barr and Cameron.,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-30.6,-25.9,-29.8,-29.305,7.1083333333333325,4.265,0.0,-0.5,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-25.54,0.0,8.0,-20.000000000000004,OPEN,presidential_weighted,True,True,False,True,False,False,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: -0.50. GOP has prior elected-office experience. Final candidate-quality adjustment: -0.50. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-0.5,,,-20.0,0.4584055459272096,0.0,0.18,1.0,0.0,-25.54,,,,,,,,4.265,4.265,False,,none,0.0,0.0,
LA,Democratic nominee TBD,Julia Letlow / John Fleming runoff,R,-18.0,-18.525,0.6,0.6,1,Safe,Republican-held; current summaries indicate GOP runoff after Cassidy primary loss.,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-22.0,-18.6,-19.6,-20.790000000000003,7.1083333333333325,4.265,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-18.525,0.0,8.0,-18.0,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-18.0,0.4584055459272096,0.0,0.18,1.0,0.0,-18.525,,,,,,,,4.265,4.265,False,,none,0.0,0.0,
MS,Scott Colom,Cindy Hyde-Smith,R,-17.0,-19.83,0.6,0.6,1,Safe,Republican-held,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-23.0,-16.5,-17.8,-20.595,7.1083333333333325,4.265,-2.0,-1.5,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-19.83,0.0,8.0,-17.000000000000004,R,presidential_weighted,True,True,False,True,False,True,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: -1.50. GOP has prior elected-office experience. GOP has prior statewide win. Final candidate-quality adjustment: -1.50. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-1.5,,,-17.0,0.4584055459272096,0.0,0.18,1.0,0.0,-19.83,,,,,,,,4.265,4.265,False,,none,0.0,0.0,
MT,Alani Bankhead,Kurt Alme,R-open,-15.0,-14.47958333333333,0.65,0.65,1,Safe,Open Republican-held seat; Daines not seeking reelection per current race summaries.,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-19.9,-16.4,-20.4,-19.1,7.1083333333333325,4.620416666666666,0.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-14.47958333333333,0.0,8.0,-15.0,OPEN,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-15.0,0.4584055459272096,0.0,0.18,1.0,0.0,-14.47958333333333,,,,,,,,4.620416666666666,4.620416666666666,True,Seth Bodnar,review,0.0,0.0,Seth Bodnar is included as a potentially material independent candidate. No asymmetry adjustment is applied pending further human review.
NE,Democratic / Independent nominee TBD,Pete Ricketts,R,-18.0,-18.930416666666662,0.55,0.55,1,Safe,Republican-held,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-20.5,-19.1,-25.1,-20.84,7.1083333333333325,3.9095833333333334,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-18.930416666666662,0.0,8.0,-18.0,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-18.0,0.4584055459272096,0.0,0.18,1.0,0.0,-18.930416666666662,,,,,,,,3.9095833333333334,3.9095833333333334,True,Dan Osborn,review,0.0,0.0,Dan Osborn is included as a potentially material independent candidate. No asymmetry adjustment is applied pending further human review.
OK,Troy Green / Jim Priest / N'Kiyla Thomas primary,Kevin Hern / William Buckner / Gary Ty England / GOP primary,R-open,-30.0,-31.116249999999997,0.45,0.45,1,UltraSafe,Open Republican-held seat per current race summaries.,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-34.3,-33.1,-36.4,-34.315,7.1083333333333325,3.1987499999999995,0.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-31.116249999999997,0.0,8.0,-30.0,OPEN,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-30.0,0.4584055459272096,0.0,0.18,1.0,0.0,-31.116249999999997,,,,,,,,3.1987499999999995,3.1987499999999995,False,,none,0.0,0.0,
SC,Annie Andrews / Brandon Brown / Kyle Freeman primary,Lindsey Graham / Republican primary,R,-12.0,-12.774166666666668,0.7,0.7,1,Safe,Republican-held; Graham incumbent running.,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-17.8,-11.7,-14.3,-15.75,7.1083333333333325,4.975833333333332,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-12.774166666666668,0.0,8.0,-12.0,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-12.0,0.4584055459272096,0.0,0.18,1.0,0.0,-12.774166666666668,,,,,,,,4.975833333333332,4.975833333333332,False,,none,0.0,0.0,
SD,Julian Beaudion,Mike Rounds,R,-25.0,-26.985833333333332,0.5,0.5,1,UltraSafe,Republican-held,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-29.2,-26.2,-29.8,-28.54,7.1083333333333325,3.5541666666666663,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-26.985833333333332,0.0,8.0,-25.0,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-25.0,0.4584055459272096,0.0,0.18,1.0,0.0,-26.985833333333332,,,,,,,,3.5541666666666663,3.5541666666666663,False,,none,0.0,0.0,
TN,Democratic nominee TBD,Bill Hagerty,R,-22.0,-25.610416666666666,0.55,0.55,1,UltraSafe,Republican-held,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-29.7,-23.2,-26.0,-27.52,7.1083333333333325,3.9095833333333334,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-25.610416666666666,0.0,8.0,-22.000000000000007,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-22.0,0.4584055459272096,0.0,0.18,1.0,0.0,-25.610416666666666,,,,,,,,3.9095833333333334,3.9095833333333334,False,,none,0.0,0.0,
WV,Democratic nominee TBD,Shelley Moore Capito,R,-30.0,-39.98125,0.45,0.45,1,UltraSafe,Republican-held,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-42.0,-38.9,-41.7,-41.18,7.1083333333333325,3.1987499999999995,-2.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-39.98125,0.0,8.0,-30.0,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-30.0,0.4584055459272096,0.0,0.18,1.0,0.0,-39.98125,,,,,,,,3.1987499999999995,3.1987499999999995,False,,none,0.0,0.0,
WY,James W. Byrd,Harriet Hageman / Sam Mead / Jimmy Skovgard primary,R-open,-35.0,-41.891666666666666,0.4,0.4,1,UltraSafe,Open Republican-held seat per current summaries.,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-44.9,-43.4,-46.3,-44.735,7.1083333333333325,2.8433333333333333,0.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",-41.891666666666666,0.0,8.0,-35.0,OPEN,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,,-35.0,0.4584055459272096,0.0,0.18,1.0,0.0,-41.891666666666666,,,,,,,,2.8433333333333333,2.8433333333333333,False,,none,0.0,0.0,
